"Tabela 6579 - População residente estimada"
"Variável - População residente estimada (Pessoas)"
"Cód.","Município","Ano"
"4320651","Silveira Martins (RS)","2589"
"4320677","Sinimbu (RS)","10105"
"4320701","Sobradinho (RS)","13974"
"4320800","Soledade (RS)","29919"
"4320859","Tabaí (RS)","3649"
"4320909","Tapejara (RS)","14394"
"4321006","Tapera (RS)","10663"
"4321105","Tapes (RS)","16567"
"4321204","Taquara (RS)","54088"
"4321303","Taquari (RS)","26312"
"4321329","Taquaruçu do Sul (RS)","2903"
"4321352","Tavares (RS)","5375"
"4321402","Tenente Portela (RS)","14179"
"4321436","Terra de Areia (RS)","8709"
"4321451","Teutônia (RS)","21749"
"4321469","Tio Hugo (RS)","2433"
"4321477","Tiradentes do Sul (RS)","7307"
"4321493","Toropi (RS)","3200"
"4321501","Torres (RS)","31547"
"4321600","Tramandaí (RS)","32264"
"4321626","Travesseiro (RS)","2322"
"4321634","Três Arroios (RS)","3121"
"4321667","Três Cachoeiras (RS)","9682"
"4321709","Três Coroas (RS)","19963"
"4321808","Três de Maio (RS)","24156"
"4321832","Três Forquilhas (RS)","3232"
"4321857","Três Palmeiras (RS)","4564"
"4321907","Três Passos (RS)","24405"
"4321956","Trindade do Sul (RS)","5777"
"4322004","Triunfo (RS)","22716"
"4322103","Tucunduva (RS)","6252"
"4322152","Tunas (RS)","4300"
"4322186","Tupanci do Sul (RS)","1687"
"4322202","Tupanciretã (RS)","21145"
"4322251","Tupandi (RS)","3036"
"4322301","Tuparendi (RS)","9500"
"4322327","Turuçu (RS)","3751"
"4322343","Ubiretama (RS)","2649"
"4322350","União da Serra (RS)","1838"
"4322376","Unistalda (RS)","2657"
"4322400","Uruguaiana (RS)","128186"
"4322509","Vacaria (RS)","58164"
"4322525","Vale Verde (RS)","3092"
"4322533","Vale do Sol (RS)","10571"
"4322541","Vale Real (RS)","4449"
"4322558","Vanini (RS)","1892"
"4322608","Venâncio Aires (RS)","62224"
"4322707","Vera Cruz (RS)","21719"
"4322806","Veranópolis (RS)","19772"
"4322855","Vespasiano Corrêa (RS)","2202"
"4322905","Viadutos (RS)","6030"
"4323002","Viamão (RS)","232755"
"4323101","Vicente Dutra (RS)","6073"
"4323200","Victor Graeff (RS)","3294"
"4323309","Vila Flores (RS)","3140"
"4323358","Vila Lângaro (RS)","2279"
"4323408","Vila Maria (RS)","4186"
"4323457","Vila Nova do Sul (RS)","4315"
"4323507","Vista Alegre (RS)","2974"
"4323606","Vista Alegre do Prata (RS)","1597"
"4323705","Vista Gaúcha (RS)","2675"
"4323754","Vitória das Missões (RS)","3926"
"4323770","Westfália (RS)","2658"
"4323804","Xangri-lá (RS)","8548"
"5000203","Água Clara (MS)","11574"
"5000252","Alcinópolis (MS)","3377"
"5000609","Amambai (MS)","29898"
"5000708","Anastácio (MS)","22769"
"5000807","Anaurilândia (MS)","8033"
"5000856","Angélica (MS)","7198"
"5000906","Antônio João (MS)","7498"
"5001003","Aparecida do Taboado (MS)","18824"
"5001102","Aquidauana (MS)","43874"
"5001243","Aral Moreira (MS)","8071"
"5001508","Bandeirantes (MS)","6445"
"5001904","Bataguassu (MS)","16779"
"5002001","Batayporã (MS)","10934"
"5002100","Bela Vista (MS)","22080"
"5002159","Bodoquena (MS)","8380"
"5002209","Bonito (MS)","16985"
"5002308","Brasilândia (MS)","11885"
"5002407","Caarapó (MS)","20470"
"5002605","Camapuã (MS)","16725"
"5002704","Campo Grande (MS)","679281"
"5002803","Caracol (MS)","4672"
"5002902","Cassilândia (MS)","20290"
"5002951","Chapadão do Sul (MS)","12402"
"5003108","Corguinho (MS)","3552"
"5003157","Coronel Sapucaia (MS)","12941"
"5003207","Corumbá (MS)","96599"
"5003256","Costa Rica (MS)","15659"
"5003306","Coxim (MS)","31255"
"5003454","Deodápolis (MS)","11045"
"5003488","Dois Irmãos do Buriti (MS)","9393"
"5003504","Douradina (MS)","4730"
"5003702","Dourados (MS)","168197"
"5003751","Eldorado (MS)","11047"
"5003801","Fátima do Sul (MS)","18737"
"5003900","Figueirão (MS)","..."
"5004007","Glória de Dourados (MS)","9808"
"5004106","Guia Lopes da Laguna (MS)","11299"
"5004304","Iguatemi (MS)","13914"
"5004403","Inocência (MS)","8150"
"5004502","Itaporã (MS)","17170"
"5004601","Itaquiraí (MS)","16091"
"5004700","Ivinhema (MS)","21347"
"5004809","Japorã (MS)","6331"
"5004908","Jaraguari (MS)","5432"
"5005004","Jardim (MS)","22890"
"5005103","Jateí (MS)","3940"
"5005152","Juti (MS)","4953"
"5005202","Ladário (MS)","15710"
"5005251","Laguna Carapã (MS)","5635"
"5005400","Maracaju (MS)","26593"
"5005608","Miranda (MS)","23339"
"5005681","Mundo Novo (MS)","15442"
"5005707","Naviraí (MS)","37346"
"5005806","Nioaque (MS)","15450"
"5006002","Nova Alvorada do Sul (MS)","10279"
"5006200","Nova Andradina (MS)","36052"
"5006259","Novo Horizonte do Sul (MS)","6146"
"5006275","Paraíso das Águas (MS)","..."
"5006309","Paranaíba (MS)","38471"
"5006358","Paranhos (MS)","10288"
"5006408","Pedro Gomes (MS)","8562"
"5006606","Ponta Porã (MS)","62202"
"5006903","Porto Murtinho (MS)","13282"
"5007109","Ribas do Rio Pardo (MS)","17017"
"5007208","Rio Brilhante (MS)","23333"
"5007307","Rio Negro (MS)","5374"
"5007406","Rio Verde de Mato Grosso (MS)","18494"
"5007505","Rochedo (MS)","4446"
"5007554","Santa Rita do Pardo (MS)","6758"
"5007695","São Gabriel do Oeste (MS)","17408"
"5007703","Sete Quedas (MS)","10346"
"5007802","Selvíria (MS)","6097"
"5007901","Sidrolândia (MS)","24111"
"5007935","Sonora (MS)","9996"
"5007950","Tacuru (MS)","8912"
"5007976","Taquarussu (MS)","3369"
"5008008","Terenos (MS)","11781"
"5008305","Três Lagoas (MS)","80267"
"5008404","Vicentina (MS)","5606"
"5100102","Acorizal (MT)","5860"
"5100201","Água Boa (MT)","14745"
"5100250","Alta Floresta (MT)","47003"
"5100300","Alto Araguaia (MT)","11401"
"5100359","Alto Boa Vista (MT)","3441"
"5100409","Alto Garças (MT)","8327"
"5100508","Alto Paraguai (MT)","8125"
"5100607","Alto Taquari (MT)","4638"
"5100805","Apiacás (MT)","6602"
"5101001","Araguaiana (MT)","3433"
"5101209","Araguainha (MT)","1337"
"5101258","Araputanga (MT)","13787"
"5101308","Arenápolis (MT)","11339"
"5101407","Aripuanã (MT)","14937"
"5101605","Barão de Melgaço (MT)","7405"
"5101704","Barra do Bugres (MT)","28342"
"5101803","Barra do Garças (MT)","52932"
"5101852","Bom Jesus do Araguaia (MT)","3880"
"5101902","Brasnorte (MT)","10203"
"5102504","Cáceres (MT)","82992"
"5102603","Campinápolis (MT)","12496"
"5102637","Campo Novo do Parecis (MT)","18998"
"5102678","Campo Verde (MT)","18524"
"5102686","Campos de Júlio (MT)","3135"
"5102694","Canabrava do Norte (MT)","5254"
"5102702","Canarana (MT)","16058"
"5102793","Carlinda (MT)","11770"
"5102850","Castanheira (MT)","7607"
"5103007","Chapada dos Guimarães (MT)","16097"
"5103056","Cláudia (MT)","10180"
"5103106","Cocalinho (MT)","5373"
"5103205","Colíder (MT)","27815"
"5103254","Colniza (MT)","10910"
"5103304","Comodoro (MT)","15730"
"5103353","Confresa (MT)","19617"
"5103361","Conquista D'Oeste (MT)","2644"
"5103379","Cotriguaçu (MT)","9222"
"5103403","Cuiabá (MT)","492894"
"5103437","Curvelândia (MT)","4591"
"5103452","Denise (MT)","7785"
"5103502","Diamantino (MT)","18867"
"5103601","Dom Aquino (MT)","8386"
"5103700","Feliz Natal (MT)","7228"
"5103809","Figueirópolis D'Oeste (MT)","4135"
"5103858","Gaúcha do Norte (MT)","4775"
"5103908","General Carneiro (MT)","4352"
"5103957","Glória D'Oeste (MT)","3228"
"5104104","Guarantã do Norte (MT)","29107"
"5104203","Guiratinga (MT)","12365"
"5104500","Indiavaí (MT)","2059"
"5104526","Ipiranga do Norte (MT)","..."
"5104542","Itanhangá (MT)","..."
"5104559","Itaúba (MT)","5882"
"5104609","Itiquira (MT)","9349"
"5104807","Jaciara (MT)","24419"
"5104906","Jangada (MT)","7334"
"5105002","Jauru (MT)","12719"
"5105101","Juara (MT)","31643"
"5105150","Juína (MT)","38278"
"5105176","Juruena (MT)","5704"
"5105200","Juscimeira (MT)","12197"
"5105234","Lambari D'Oeste (MT)","4456"
"5105259","Lucas do Rio Verde (MT)","20873"
"5105309","Luciara (MT)","2420"
"5105507","Vila Bela da Santíssima Trindade (MT)","13009"
"5105580","Marcelândia (MT)","14940"
"5105606","Matupá (MT)","11347"
"5105622","Mirassol d'Oeste (MT)","22606"
"5105903","Nobres (MT)","15044"
"5106000","Nortelândia (MT)","6877"
"5106109","Nossa Senhora do Livramento (MT)","12344"
"5106158","Nova Bandeirantes (MT)","7472"
"5106174","Nova Nazaré (MT)","1984"
"5106182","Nova Lacerda (MT)","4183"
"5106190","Nova Santa Helena (MT)","3292"
"5106208","Nova Brasilândia (MT)","5590"
"5106216","Nova Canaã do Norte (MT)","11433"
"5106224","Nova Mutum (MT)","14534"
"5106232","Nova Olímpia (MT)","15063"
"5106240","Nova Ubiratã (MT)","5976"
"5106257","Nova Xavantina (MT)","17742"
"5106265","Novo Mundo (MT)","5190"
"5106273","Novo Horizonte do Norte (MT)","3413"
"5106281","Novo São Joaquim (MT)","7792"
"5106299","Paranaíta (MT)","9999"
"5106307","Paranatinga (MT)","15387"
"5106315","Novo Santo Antônio (MT)","1184"
"5106372","Pedra Preta (MT)","13956"
"5106422","Peixoto de Azevedo (MT)","24763"
"5106455","Planalto da Serra (MT)","2904"
"5106505","Poconé (MT)","30902"
"5106653","Pontal do Araguaia (MT)","3872"
"5106703","Ponte Branca (MT)","2048"
"5106752","Pontes e Lacerda (MT)","38066"
"5106778","Porto Alegre do Norte (MT)","8646"
"5106802","Porto dos Gaúchos (MT)","5813"
"5106828","Porto Esperidião (MT)","10217"
"5106851","Porto Estrela (MT)","4574"
"5107008","Poxoréu (MT)","19533"
"5107040","Primavera do Leste (MT)","43157"
"5107065","Querência (MT)","7798"
"5107107","São José dos Quatro Marcos (MT)","19329"
"5107156","Reserva do Cabaçal (MT)","2297"
"5107180","Ribeirão Cascalheira (MT)","7370"
"5107198","Ribeirãozinho (MT)","2048"
"5107206","Rio Branco (MT)","4991"
"5107248","Santa Carmem (MT)","3743"
"5107263","Santo Afonso (MT)","2975"
"5107297","São José do Povo (MT)","3069"
"5107305","São José do Rio Claro (MT)","13014"
"5107354","São José do Xingu (MT)","5232"
"5107404","São Pedro da Cipa (MT)","3516"
"5107578","Rondolândia (MT)","3352"
"5107602","Rondonópolis (MT)","153281"
"5107701","Rosário Oeste (MT)","18243"
"5107743","Santa Cruz do Xingu (MT)","1109"
"5107750","Salto do Céu (MT)","5280"
"5107768","Santa Rita do Trivelato (MT)","1291"
"5107776","Santa Terezinha (MT)","6300"
"5107792","Santo Antônio do Leste (MT)","1930"
"5107800","Santo Antônio do Leverger (MT)","15436"
"5107859","São Félix do Araguaia (MT)","9411"
"5107875","Sapezal (MT)","8688"
"5107883","Serra Nova Dourada (MT)","1066"
"5107909","Sinop (MT)","79513"
"5107925","Sorriso (MT)","37865"
"5107941","Tabaporã (MT)","11871"
"5107958","Tangará da Serra (MT)","60924"
"5108006","Tapurah (MT)","12014"
"5108055","Terra Nova do Norte (MT)","13314"
"5108105","Tesouro (MT)","2958"
"5108204","Torixoréu (MT)","4789"
"5108303","União do Sul (MT)","4464"
"5108352","Vale de São Domingos (MT)","3299"
"5108402","Várzea Grande (MT)","221825"
"5108501","Vera (MT)","9471"
"5108600","Vila Rica (MT)","16283"
"5108808","Nova Guarita (MT)","5602"
"5108857","Nova Marilândia (MT)","2414"
"5108907","Nova Maringá (MT)","3991"
"5108956","Nova Monte Verde (MT)","7161"
"5200050","Abadia de Goiás (GO)","5230"
"5200100","Abadiânia (GO)","11666"
"5200134","Acreúna (GO)","18792"
"5200159","Adelândia (GO)","2501"
"5200175","Água Fria de Goiás (GO)","4527"
"5200209","Água Limpa (GO)","2232"
"5200258","Águas Lindas de Goiás (GO)","116122"
"5200308","Alexânia (GO)","20504"
"5200506","Aloândia (GO)","2144"
"5200555","Alto Horizonte (GO)","2615"
"5200605","Alto Paraíso de Goiás (GO)","6416"
"5200803","Alvorada do Norte (GO)","7571"
"5200829","Amaralina (GO)","3084"
"5200852","Americano do Brasil (GO)","4937"
"5200902","Amorinópolis (GO)","4109"
"5201108","Anápolis (GO)","288814"
"5201207","Anhanguera (GO)","886"
"5201306","Anicuns (GO)","18840"
"5201405","Aparecida de Goiânia (GO)","355171"
"5201454","Aparecida do Rio Doce (GO)","2462"
"5201504","Aporé (GO)","3441"
"5201603","Araçu (GO)","4178"
"5201702","Aragarças (GO)","16912"
"5201801","Aragoiânia (GO)","6643"
"5202155","Araguapaz (GO)","7218"
"5202353","Arenópolis (GO)","3974"
"5202502","Aruanã (GO)","5022"
"5202601","Aurilândia (GO)","4227"
"5202809","Avelinópolis (GO)","2524"
"5203104","Baliza (GO)","2042"
"5203203","Barro Alto (GO)","5973"
"5203302","Bela Vista de Goiás (GO)","19645"
"5203401","Bom Jardim de Goiás (GO)","8086"
"5203500","Bom Jesus de Goiás (GO)","16558"
"5203559","Bonfinópolis (GO)","5584"
"5203575","Bonópolis (GO)","2594"
"5203609","Brazabrantes (GO)","2830"
"5203807","Britânia (GO)","5343"
"5203906","Buriti Alegre (GO)","8713"
"5203939","Buriti de Goiás (GO)","2739"
"5203962","Buritinópolis (GO)","3420"
"5204003","Cabeceiras (GO)","6793"
"5204102","Cachoeira Alta (GO)","8642"
"5204201","Cachoeira de Goiás (GO)","1507"
"5204250","Cachoeira Dourada (GO)","8503"
"5204300","Caçu (GO)","10489"
"5204409","Caiapônia (GO)","14738"
"5204508","Caldas Novas (GO)","52771"
"5204557","Caldazinha (GO)","2987"
"5204607","Campestre de Goiás (GO)","3269"
"5204656","Campinaçu (GO)","3608"
"5204706","Campinorte (GO)","9809"
"5204805","Campo Alegre de Goiás (GO)","4524"
"5204854","Campo Limpo de Goiás (GO)","4781"
"5204904","Campos Belos (GO)","17315"
"5204953","Campos Verdes (GO)","7012"
"5205000","Carmo do Rio Verde (GO)","7834"
"5205059","Castelândia (GO)","3977"
"5205109","Catalão (GO)","65479"
"5205208","Caturaí (GO)","4348"
"5205307","Cavalcante (GO)","9253"
"5205406","Ceres (GO)","19287"
"5205455","Cezarina (GO)","6582"
"5205471","Chapadão do Céu (GO)","4031"
"5205497","Cidade Ocidental (GO)","41769"
"5205513","Cocalzinho de Goiás (GO)","15121"
"5205521","Colinas do Sul (GO)","3733"
"5205703","Córrego do Ouro (GO)","2947"
"5205802","Corumbá de Goiás (GO)","9510"
"5205901","Corumbaíba (GO)","6780"
"5206206","Cristalina (GO)","35200"
"5206305","Cristianópolis (GO)","2987"
"5206404","Crixás (GO)","14082"
"5206503","Cromínia (GO)","3685"
"5206602","Cumari (GO)","3131"
"5206701","Damianópolis (GO)","3257"
"5206800","Damolândia (GO)","2565"
"5206909","Davinópolis (GO)","2108"
"5207105","Diorama (GO)","2481"
"5207253","Doverlândia (GO)","8347"
"5207352","Edealina (GO)","3768"
"5207402","Edéia (GO)","10364"
"5207501","Estrela do Norte (GO)","3383"
"5207535","Faina (GO)","7337"
"5207600","Fazenda Nova (GO)","7081"
"5207808","Firminópolis (GO)","9918"
"5207907","Flores de Goiás (GO)","7820"
"5208004","Formosa (GO)","80919"
"5208103","Formoso (GO)","5510"
"5208152","Gameleira de Goiás (GO)","2630"
"5208301","Divinópolis de Goiás (GO)","5191"
"5208400","Goianápolis (GO)","11054"
"5208509","Goiandira (GO)","4921"
"5208608","Goianésia (GO)","49724"
"5208707","Goiânia (GO)","1111622"
"5208806","Goianira (GO)","19660"
"5208905","Goiás (GO)","27010"
"5209101","Goiatuba (GO)","31253"
"5209150","Gouvelândia (GO)","3993"
"5209200","Guapó (GO)","14109"
"5209291","Guaraíta (GO)","2799"
"5209408","Guarani de Goiás (GO)","4570"
"5209457","Guarinos (GO)","2741"
"5209606","Heitoraí (GO)","3506"
"5209705","Hidrolândia (GO)","12999"
"5209804","Hidrolina (GO)","4479"
"5209903","Iaciara (GO)","11385"
"5209937","Inaciolândia (GO)","5270"
"5209952","Indiara (GO)","12038"
"5210000","Inhumas (GO)","44552"
"5210109","Ipameri (GO)","22799"
"5210158","Ipiranga de Goiás (GO)","2804"
"5210208","Iporá (GO)","31473"
"5210307","Israelândia (GO)","2952"
"5210406","Itaberaí (GO)","28224"
"5210562","Itaguari (GO)","4306"
"5210604","Itaguaru (GO)","5637"
"5210802","Itajá (GO)","5697"
"5210901","Itapaci (GO)","14095"
"5211008","Itapirapuã (GO)","11144"
"5211206","Itapuranga (GO)","26512"
"5211305","Itarumã (GO)","5396"
"5211404","Itauçu (GO)","8108"
"5211503","Itumbiara (GO)","82086"
"5211602","Ivolândia (GO)","2984"
"5211701","Jandaia (GO)","6166"
"5211800","Jaraguá (GO)","33891"
"5211909","Jataí (GO)","76986"
"5212006","Jaupaci (GO)","3152"
"5212055","Jesúpolis (GO)","2125"
"5212105","Joviânia (GO)","6959"
"5212204","Jussara (GO)","19928"
"5212253","Lagoa Santa (GO)","927"
"5212303","Leopoldo de Bulhões (GO)","7787"
"5212501","Luziânia (GO)","148453"
"5212600","Mairipotaba (GO)","2371"
"5212709","Mambaí (GO)","4926"
"5212808","Mara Rosa (GO)","11838"
"5212907","Marzagão (GO)","1984"
"5212956","Matrinchã (GO)","4600"
"5213004","Maurilândia (GO)","9194"
"5213053","Mimoso de Goiás (GO)","2684"
"5213087","Minaçu (GO)","33763"
"5213103","Mineiros (GO)","39831"
"5213400","Moiporá (GO)","1995"
"5213509","Monte Alegre de Goiás (GO)","6776"
"5213707","Montes Claros de Goiás (GO)","7939"
"5213756","Montividiu (GO)","7970"
"5213772","Montividiu do Norte (GO)","3950"
"5213806","Morrinhos (GO)","37458"
"5213855","Morro Agudo de Goiás (GO)","2487"
"5213905","Mossâmedes (GO)","5655"
"5214002","Mozarlândia (GO)","11238"
"5214051","Mundo Novo (GO)","8458"
"5214101","Mutunópolis (GO)","3945"
"5214408","Nazário (GO)","6702"
"5214507","Nerópolis (GO)","19260"
"5214606","Niquelândia (GO)","38316"
"5214705","Nova América (GO)","2203"
"5214804","Nova Aurora (GO)","1934"
"5214838","Nova Crixás (GO)","11060"
"5214861","Nova Glória (GO)","9002"
"5214879","Nova Iguaçu de Goiás (GO)","2676"
"5214903","Nova Roma (GO)","3571"
"5215009","Nova Veneza (GO)","6543"
"5215207","Novo Brasil (GO)","4110"
"5215231","Novo Gama (GO)","77952"
"5215256","Novo Planalto (GO)","3305"
"5215306","Orizona (GO)","13124"
"5215405","Ouro Verde de Goiás (GO)","4353"
"5215504","Ouvidor (GO)","4326"
"5215603","Padre Bernardo (GO)","22108"
"5215652","Palestina de Goiás (GO)","3327"
"5215702","Palmeiras de Goiás (GO)","17868"
"5215801","Palmelo (GO)","2333"
"5215900","Palminópolis (GO)","3564"
"5216007","Panamá (GO)","2812"
"5216304","Paranaiguara (GO)","8268"
"5216403","Paraúna (GO)","10927"
"5216452","Perolândia (GO)","2949"
"5216809","Petrolina de Goiás (GO)","10337"
"5216908","Pilar de Goiás (GO)","3157"
"5217104","Piracanjuba (GO)","23673"
"5217203","Piranhas (GO)","12216"
"5217302","Pirenópolis (GO)","21216"
"5217401","Pires do Rio (GO)","26600"
"5217609","Planaltina (GO)","77882"
"5217708","Pontalina (GO)","16702"
"5218003","Porangatu (GO)","39696"
"5218052","Porteirão (GO)","2849"
"5218102","Portelândia (GO)","3777"
"5218300","Posse (GO)","26060"
"5218391","Professor Jamil (GO)","3468"
"5218508","Quirinópolis (GO)","36785"
"5218607","Rialma (GO)","10364"
"5218706","Rianápolis (GO)","4381"
"5218789","Rio Quente (GO)","2252"
"5218805","Rio Verde (GO)","119829"
"5218904","Rubiataba (GO)","18255"
"5219001","Sanclerlândia (GO)","7494"
"5219100","Santa Bárbara de Goiás (GO)","5081"
"5219209","Santa Cruz de Goiás (GO)","3492"
"5219258","Santa Fé de Goiás (GO)","4151"
"5219308","Santa Helena de Goiás (GO)","34697"
"5219357","Santa Isabel (GO)","3554"
"5219407","Santa Rita do Araguaia (GO)","5147"
"5219456","Santa Rita do Novo Destino (GO)","3061"
"5219506","Santa Rosa de Goiás (GO)","3490"
"5219605","Santa Tereza de Goiás (GO)","4644"
"5219704","Santa Terezinha de Goiás (GO)","11436"
"5219712","Santo Antônio da Barra (GO)","4151"
"5219738","Santo Antônio de Goiás (GO)","3240"
"5219753","Santo Antônio do Descoberto (GO)","56369"
"5219803","São Domingos (GO)","9516"
"5219902","São Francisco de Goiás (GO)","6002"
"5220009","São João d'Aliança (GO)","7112"
"5220058","São João da Paraúna (GO)","2042"
"5220108","São Luís de Montes Belos (GO)","26522"
"5220157","São Luiz do Norte (GO)","4104"
"5220207","São Miguel do Araguaia (GO)","23196"
"5220264","São Miguel do Passa Quatro (GO)","3555"
"5220280","São Patrício (GO)","1839"
"5220405","São Simão (GO)","13810"
"5220454","Senador Canedo (GO)","56614"
"5220504","Serranópolis (GO)","6276"
"5220603","Silvânia (GO)","17987"
"5220686","Simolândia (GO)","6293"
"5220702","Sítio d'Abadia (GO)","2673"
"5221007","Taquaral de Goiás (GO)","3493"
"5221080","Teresina de Goiás (GO)","2739"
"5221197","Terezópolis de Goiás (GO)","5270"
"5221304","Três Ranchos (GO)","2894"
"5221403","Trindade (GO)","85245"
"5221452","Trombas (GO)","3354"
"5221502","Turvânia (GO)","5095"
"5221551","Turvelândia (GO)","3660"
"5221577","Uirapuru (GO)","3038"
"5221601","Uruaçu (GO)","33464"
"5221700","Uruana (GO)","13965"
"5221809","Urutaí (GO)","3137"
"5221858","Valparaíso de Goiás (GO)","99592"
